Target,R2,MAE,RMSE,Bias
NO2_target,0.8483121824373783,3.8344409463010742,6.492837746106501,-0.6392301004937856
O3_target,0.9038257126283948,8.438952835345571,12.100440008870397,-1.9841660745619518
