Target,R2,MAE,RMSE,Bias
NO2_target,0.9127185404243318,4.311810944797812,7.50228433731131,-0.25072900834124456
O3_target,0.9425917496984402,4.1756196930172775,7.75737839732242,-0.5516602560739917
