Target,R2,MAE,RMSE,Bias
NO2_target,0.9113051416876157,4.447011056445321,7.572719298116824,-0.0736774180827106
O3_target,0.9415671574546562,4.286984622608747,7.8411464400117135,-0.44022134762392245
